Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 3.0090 	 2.8770 	 31.9128 	 0.0000 	 36048
2 	 2.9680 	 2.8360 	 31.5572 	 -0.3556 	 39202
3 	 2.9271 	 2.7951 	 31.3542 	 -0.5586 	 41031
4 	 2.8861 	 2.7541 	 31.2075 	 -0.7053 	 41134
5 	 2.8451 	 2.7131 	 31.1441 	 -0.7687 	 40011
6 	 2.8042 	 2.6722 	 31.1073 	 -0.8055 	 37778
7 	 2.7632 	 2.6312 	 31.1220 	 -0.7908 	 35255
8 	 2.7222 	 2.5902 	 31.1614 	 -0.7515 	 33148
9 	 2.6813 	 2.5493 	 31.2411 	 -0.6717 	 31881
10 	 2.6403 	 2.5083 	 31.3306 	 -0.5822 	 31040
11 	 2.5993 	 2.4673 	 31.3970 	 -0.5158 	 30381
12 	 2.5584 	 2.4264 	 31.4787 	 -0.4342 	 29162
13 	 2.5174 	 2.3854 	 31.5753 	 -0.3375 	 27792
14 	 2.4764 	 2.3444 	 31.6980 	 -0.2149 	 25824
15 	 2.4355 	 2.3035 	 31.8079 	 -0.1049 	 23763
16 	 2.3945 	 2.2625 	 31.9943 	 0.0815 	 21748
17 	 2.3536 	 2.2216 	 32.1278 	 0.2150 	 20053
18 	 2.3126 	 2.1806 	 32.3514 	 0.4386 	 18797
19 	 2.2716 	 2.1396 	 32.5748 	 0.6620 	 17904
20 	 2.2307 	 2.0987 	 32.8036 	 0.8907 	 17337
21 	 2.1897 	 2.0577 	 33.0431 	 1.1303 	 17013
22 	 2.1487 	 2.0167 	 33.3063 	 1.3934 	 16781
23 	 2.1078 	 1.9758 	 33.5905 	 1.6776 	 16498
24 	 2.0668 	 1.9348 	 34.0027 	 2.0899 	 16081
25 	 2.0258 	 1.8938 	 34.4954 	 2.5826 	 15183
26 	 1.9849 	 1.8529 	 35.2360 	 3.3232 	 13172
27 	 1.9439 	 1.8119 	 36.3941 	 4.4813 	 9363
28 	 1.9029 	 1.7709 	 38.6020 	 6.6891 	 5397
29 	 1.8620 	 1.7300 	 44.5730 	 12.6601 	 2092
30 	 1.8210 	 1.6890 	 61.7164 	 29.8036 	 692
