Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 2.7900 	 2.6580 	 30.9995 	 0.0000 	 54115
2 	 2.7536 	 2.6216 	 30.8633 	 -0.1362 	 49658
3 	 2.7172 	 2.5852 	 30.8446 	 -0.1549 	 44621
4 	 2.6808 	 2.5488 	 30.8742 	 -0.1253 	 39972
5 	 2.6443 	 2.5123 	 31.0200 	 0.0205 	 35349
6 	 2.6079 	 2.4759 	 31.1741 	 0.1746 	 31165
7 	 2.5715 	 2.4395 	 31.3286 	 0.3291 	 27890
8 	 2.5351 	 2.4031 	 31.4974 	 0.4979 	 24971
9 	 2.4987 	 2.3667 	 31.6661 	 0.6666 	 22792
10 	 2.4623 	 2.3303 	 31.8854 	 0.8859 	 20884
11 	 2.4259 	 2.2939 	 32.1122 	 1.1127 	 19243
12 	 2.3894 	 2.2574 	 32.3674 	 1.3679 	 17777
13 	 2.3530 	 2.2210 	 32.6334 	 1.6339 	 16438
14 	 2.3166 	 2.1846 	 32.9216 	 1.9221 	 15571
15 	 2.2802 	 2.1482 	 33.2135 	 2.2140 	 14823
16 	 2.2438 	 2.1118 	 33.4491 	 2.4496 	 14343
17 	 2.2074 	 2.0754 	 33.5539 	 2.5544 	 14118
18 	 2.1710 	 2.0390 	 33.6637 	 2.6642 	 13873
19 	 2.1346 	 2.0026 	 33.8156 	 2.8161 	 13568
20 	 2.0981 	 1.9661 	 34.0370 	 3.0375 	 13412
21 	 2.0617 	 1.9297 	 34.2491 	 3.2496 	 13403
22 	 2.0253 	 1.8933 	 34.4426 	 3.4431 	 13621
23 	 1.9889 	 1.8569 	 34.6146 	 3.6151 	 14153
24 	 1.9525 	 1.8205 	 34.8581 	 3.8586 	 14556
25 	 1.9161 	 1.7841 	 35.1738 	 4.1743 	 14814
26 	 1.8797 	 1.7477 	 35.6189 	 4.6194 	 14234
27 	 1.8432 	 1.7112 	 36.2822 	 5.2828 	 12242
28 	 1.8068 	 1.6748 	 37.3146 	 6.3151 	 8874
29 	 1.7704 	 1.6384 	 39.3514 	 8.3519 	 5082
30 	 1.7340 	 1.6020 	 43.8513 	 12.8518 	 2222
