Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 3.0090 	 2.8770 	 31.3209 	 0.0000 	 33781
2 	 2.9680 	 2.8360 	 30.8911 	 -0.4298 	 38075
3 	 2.9271 	 2.7951 	 30.6599 	 -0.6609 	 40706
4 	 2.8861 	 2.7541 	 30.4980 	 -0.8229 	 41799
5 	 2.8451 	 2.7131 	 30.4256 	 -0.8953 	 41289
6 	 2.8042 	 2.6722 	 30.3662 	 -0.9547 	 39707
7 	 2.7632 	 2.6312 	 30.3271 	 -0.9937 	 37543
8 	 2.7222 	 2.5902 	 30.3032 	 -1.0177 	 35330
9 	 2.6813 	 2.5493 	 30.3306 	 -0.9903 	 33570
10 	 2.6403 	 2.5083 	 30.4168 	 -0.9041 	 32050
11 	 2.5993 	 2.4673 	 30.5458 	 -0.7751 	 30575
12 	 2.5584 	 2.4264 	 30.7225 	 -0.5984 	 28987
13 	 2.5174 	 2.3854 	 30.8920 	 -0.4288 	 27023
14 	 2.4764 	 2.3444 	 31.0483 	 -0.2726 	 25046
15 	 2.4355 	 2.3035 	 31.1800 	 -0.1408 	 23297
16 	 2.3945 	 2.2625 	 31.2691 	 -0.0517 	 21900
17 	 2.3536 	 2.2216 	 31.3466 	 0.0258 	 20560
18 	 2.3126 	 2.1806 	 31.4803 	 0.1594 	 19554
19 	 2.2716 	 2.1396 	 31.6578 	 0.3369 	 18849
20 	 2.2307 	 2.0987 	 31.8860 	 0.5651 	 18491
21 	 2.1897 	 2.0577 	 32.0571 	 0.7363 	 18180
22 	 2.1487 	 2.0167 	 32.2783 	 0.9574 	 17851
23 	 2.1078 	 1.9758 	 32.6040 	 1.2832 	 17325
24 	 2.0668 	 1.9348 	 33.1294 	 1.8085 	 16514
25 	 2.0258 	 1.8938 	 33.7028 	 2.3820 	 15335
26 	 1.9849 	 1.8529 	 34.4505 	 3.1296 	 13220
27 	 1.9439 	 1.8119 	 35.7003 	 4.3794 	 9666
28 	 1.9029 	 1.7709 	 37.9244 	 6.6036 	 5708
29 	 1.8620 	 1.7300 	 43.1986 	 11.8778 	 2431
30 	 1.8210 	 1.6890 	 58.4308 	 27.1099 	 760
