Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 3.0090 	 2.8770 	 31.5659 	 0.0000 	 36753
2 	 2.9680 	 2.8360 	 31.1518 	 -0.4141 	 39745
3 	 2.9271 	 2.7951 	 30.9109 	 -0.6550 	 41303
4 	 2.8861 	 2.7541 	 30.7547 	 -0.8111 	 41724
5 	 2.8451 	 2.7131 	 30.7082 	 -0.8577 	 40737
6 	 2.8042 	 2.6722 	 30.7282 	 -0.8377 	 38941
7 	 2.7632 	 2.6312 	 30.7891 	 -0.7767 	 36738
8 	 2.7222 	 2.5902 	 30.8701 	 -0.6957 	 34392
9 	 2.6813 	 2.5493 	 30.9526 	 -0.6133 	 32236
10 	 2.6403 	 2.5083 	 31.0008 	 -0.5650 	 30364
11 	 2.5993 	 2.4673 	 31.0826 	 -0.4833 	 28703
12 	 2.5584 	 2.4264 	 31.2071 	 -0.3587 	 27261
13 	 2.5174 	 2.3854 	 31.3534 	 -0.2125 	 25994
14 	 2.4764 	 2.3444 	 31.4648 	 -0.1011 	 24646
15 	 2.4355 	 2.3035 	 31.5833 	 0.0174 	 23238
16 	 2.3945 	 2.2625 	 31.6992 	 0.1333 	 21885
17 	 2.3536 	 2.2216 	 31.8136 	 0.2478 	 20708
18 	 2.3126 	 2.1806 	 31.9418 	 0.3759 	 19354
19 	 2.2716 	 2.1396 	 32.0224 	 0.4566 	 18518
20 	 2.2307 	 2.0987 	 32.1869 	 0.6210 	 17943
21 	 2.1897 	 2.0577 	 32.3955 	 0.8296 	 17708
22 	 2.1487 	 2.0167 	 32.7210 	 1.1551 	 17359
23 	 2.1078 	 1.9758 	 33.0424 	 1.4765 	 16868
24 	 2.0668 	 1.9348 	 33.5079 	 1.9421 	 15964
25 	 2.0258 	 1.8938 	 34.0371 	 2.4712 	 14656
26 	 1.9849 	 1.8529 	 34.7485 	 3.1827 	 12753
27 	 1.9439 	 1.8119 	 35.8995 	 4.3336 	 9789
28 	 1.9029 	 1.7709 	 37.8276 	 6.2618 	 6065
29 	 1.8620 	 1.7300 	 41.8701 	 10.3043 	 2852
30 	 1.8210 	 1.6890 	 54.8351 	 23.2693 	 905
