Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 2.7900 	 2.6580 	 31.3294 	 0.0000 	 55220
2 	 2.7536 	 2.6216 	 31.2707 	 -0.0587 	 51522
3 	 2.7172 	 2.5852 	 31.2911 	 -0.0383 	 46314
4 	 2.6808 	 2.5488 	 31.3131 	 -0.0163 	 41143
5 	 2.6443 	 2.5123 	 31.4282 	 0.0988 	 36026
6 	 2.6079 	 2.4759 	 31.5390 	 0.2096 	 31989
7 	 2.5715 	 2.4395 	 31.6258 	 0.2964 	 28867
8 	 2.5351 	 2.4031 	 31.7711 	 0.4417 	 26012
9 	 2.4987 	 2.3667 	 31.9173 	 0.5879 	 23825
10 	 2.4623 	 2.3303 	 32.1325 	 0.8031 	 21788
11 	 2.4259 	 2.2939 	 32.3574 	 1.0280 	 20005
12 	 2.3894 	 2.2574 	 32.6432 	 1.3138 	 18299
13 	 2.3530 	 2.2210 	 32.8890 	 1.5596 	 16851
14 	 2.3166 	 2.1846 	 33.1254 	 1.7960 	 15794
15 	 2.2802 	 2.1482 	 33.3159 	 1.9865 	 14884
16 	 2.2438 	 2.1118 	 33.4935 	 2.1642 	 14288
17 	 2.2074 	 2.0754 	 33.7115 	 2.3821 	 13714
18 	 2.1710 	 2.0390 	 33.9182 	 2.5888 	 13082
19 	 2.1346 	 2.0026 	 34.0721 	 2.7427 	 12759
20 	 2.0981 	 1.9661 	 34.2293 	 2.8999 	 12808
21 	 2.0617 	 1.9297 	 34.4416 	 3.1122 	 13361
22 	 2.0253 	 1.8933 	 34.6131 	 3.2837 	 14064
23 	 1.9889 	 1.8569 	 34.7204 	 3.3910 	 14688
24 	 1.9525 	 1.8205 	 34.9319 	 3.6025 	 14960
25 	 1.9161 	 1.7841 	 35.3014 	 3.9720 	 14617
26 	 1.8797 	 1.7477 	 35.8066 	 4.4772 	 13670
27 	 1.8432 	 1.7112 	 36.5763 	 5.2469 	 11577
28 	 1.8068 	 1.6748 	 37.7923 	 6.4629 	 8277
29 	 1.7704 	 1.6384 	 40.0996 	 8.7702 	 4833
30 	 1.7340 	 1.6020 	 45.3994 	 14.0700 	 2080
