Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 2.7900 	 2.6580 	 30.9842 	 0.0000 	 58413
2 	 2.7536 	 2.6216 	 30.8572 	 -0.1270 	 53743
3 	 2.7172 	 2.5852 	 30.8574 	 -0.1269 	 47341
4 	 2.6808 	 2.5488 	 30.9429 	 -0.0413 	 41185
5 	 2.6443 	 2.5123 	 31.1048 	 0.1205 	 35707
6 	 2.6079 	 2.4759 	 31.3195 	 0.3352 	 31677
7 	 2.5715 	 2.4395 	 31.4981 	 0.5139 	 28592
8 	 2.5351 	 2.4031 	 31.6895 	 0.7053 	 26161
9 	 2.4987 	 2.3667 	 31.8661 	 0.8819 	 23764
10 	 2.4623 	 2.3303 	 32.0596 	 1.0754 	 21467
11 	 2.4259 	 2.2939 	 32.2654 	 1.2812 	 19286
12 	 2.3894 	 2.2574 	 32.4992 	 1.5150 	 17453
13 	 2.3530 	 2.2210 	 32.6962 	 1.7119 	 16303
14 	 2.3166 	 2.1846 	 32.9296 	 1.9454 	 15473
15 	 2.2802 	 2.1482 	 33.1524 	 2.1682 	 14940
16 	 2.2438 	 2.1118 	 33.3533 	 2.3690 	 14512
17 	 2.2074 	 2.0754 	 33.5355 	 2.5512 	 14164
18 	 2.1710 	 2.0390 	 33.6706 	 2.6864 	 13947
19 	 2.1346 	 2.0026 	 33.7950 	 2.8107 	 13777
20 	 2.0981 	 1.9661 	 33.8458 	 2.8615 	 14186
21 	 2.0617 	 1.9297 	 33.9712 	 2.9870 	 14793
22 	 2.0253 	 1.8933 	 34.1011 	 3.1169 	 15705
23 	 1.9889 	 1.8569 	 34.2871 	 3.3029 	 16248
24 	 1.9525 	 1.8205 	 34.5857 	 3.6015 	 15781
25 	 1.9161 	 1.7841 	 35.0259 	 4.0416 	 14377
26 	 1.8797 	 1.7477 	 35.6786 	 4.6944 	 12203
27 	 1.8432 	 1.7112 	 36.6875 	 5.7033 	 9303
28 	 1.8068 	 1.6748 	 38.4629 	 7.4787 	 6020
29 	 1.7704 	 1.6384 	 41.8975 	 10.9132 	 3164
30 	 1.7340 	 1.6020 	 50.5139 	 19.5296 	 1293
