Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 2.7900 	 2.6580 	 30.5428 	 0.0000 	 52277
2 	 2.7536 	 2.6216 	 30.4906 	 -0.0522 	 49077
3 	 2.7172 	 2.5852 	 30.5513 	 0.0085 	 44908
4 	 2.6808 	 2.5488 	 30.6091 	 0.0663 	 40393
5 	 2.6443 	 2.5123 	 30.7347 	 0.1919 	 35674
6 	 2.6079 	 2.4759 	 30.8096 	 0.2668 	 31832
7 	 2.5715 	 2.4395 	 30.9076 	 0.3648 	 28202
8 	 2.5351 	 2.4031 	 31.0438 	 0.5010 	 25559
9 	 2.4987 	 2.3667 	 31.2015 	 0.6587 	 23222
10 	 2.4623 	 2.3303 	 31.3746 	 0.8318 	 21243
11 	 2.4259 	 2.2939 	 31.5912 	 1.0484 	 19433
12 	 2.3894 	 2.2574 	 31.8124 	 1.2696 	 17935
13 	 2.3530 	 2.2210 	 32.0580 	 1.5152 	 16804
14 	 2.3166 	 2.1846 	 32.2656 	 1.7228 	 16030
15 	 2.2802 	 2.1482 	 32.4309 	 1.8881 	 15609
16 	 2.2438 	 2.1118 	 32.6655 	 2.1227 	 15323
17 	 2.2074 	 2.0754 	 32.8885 	 2.3457 	 15047
18 	 2.1710 	 2.0390 	 33.0847 	 2.5419 	 14670
19 	 2.1346 	 2.0026 	 33.2421 	 2.6993 	 14150
20 	 2.0981 	 1.9661 	 33.3778 	 2.8350 	 13725
21 	 2.0617 	 1.9297 	 33.5248 	 2.9819 	 13752
22 	 2.0253 	 1.8933 	 33.6432 	 3.1004 	 14235
23 	 1.9889 	 1.8569 	 33.8366 	 3.2938 	 15222
24 	 1.9525 	 1.8205 	 34.0188 	 3.4760 	 16259
25 	 1.9161 	 1.7841 	 34.2859 	 3.7431 	 16398
26 	 1.8797 	 1.7477 	 34.7145 	 4.1717 	 14918
27 	 1.8432 	 1.7112 	 35.5089 	 4.9661 	 11568
28 	 1.8068 	 1.6748 	 36.9879 	 6.4451 	 7349
29 	 1.7704 	 1.6384 	 39.9819 	 9.4391 	 3681
30 	 1.7340 	 1.6020 	 49.5318 	 18.9890 	 1279
