Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 2.7900 	 2.6580 	 30.6940 	 0.0000 	 53904
2 	 2.7536 	 2.6216 	 30.5861 	 -0.1079 	 49370
3 	 2.7172 	 2.5852 	 30.6117 	 -0.0823 	 44489
4 	 2.6808 	 2.5488 	 30.6987 	 0.0046 	 39828
5 	 2.6443 	 2.5123 	 30.8621 	 0.1680 	 35481
6 	 2.6079 	 2.4759 	 31.0427 	 0.3486 	 31537
7 	 2.5715 	 2.4395 	 31.2140 	 0.5200 	 28229
8 	 2.5351 	 2.4031 	 31.4076 	 0.7136 	 25481
9 	 2.4987 	 2.3667 	 31.5683 	 0.8742 	 23202
10 	 2.4623 	 2.3303 	 31.7356 	 1.0416 	 21197
11 	 2.4259 	 2.2939 	 31.9358 	 1.2418 	 19533
12 	 2.3894 	 2.2574 	 32.1743 	 1.4803 	 18112
13 	 2.3530 	 2.2210 	 32.4097 	 1.7157 	 16955
14 	 2.3166 	 2.1846 	 32.6379 	 1.9439 	 15831
15 	 2.2802 	 2.1482 	 32.8767 	 2.1827 	 14874
16 	 2.2438 	 2.1118 	 33.0545 	 2.3605 	 14022
17 	 2.2074 	 2.0754 	 33.2436 	 2.5496 	 13631
18 	 2.1710 	 2.0390 	 33.3501 	 2.6561 	 13602
19 	 2.1346 	 2.0026 	 33.4195 	 2.7255 	 13523
20 	 2.0981 	 1.9661 	 33.4964 	 2.8024 	 13858
21 	 2.0617 	 1.9297 	 33.5867 	 2.8927 	 14351
22 	 2.0253 	 1.8933 	 33.7443 	 3.0503 	 14830
23 	 1.9889 	 1.8569 	 33.9099 	 3.2159 	 15345
24 	 1.9525 	 1.8205 	 34.1229 	 3.4289 	 15565
25 	 1.9161 	 1.7841 	 34.5214 	 3.8274 	 15487
26 	 1.8797 	 1.7477 	 35.0703 	 4.3763 	 14150
27 	 1.8432 	 1.7112 	 35.8226 	 5.1286 	 11311
28 	 1.8068 	 1.6748 	 37.2216 	 6.5276 	 7319
29 	 1.7704 	 1.6384 	 40.1931 	 9.4991 	 3638
30 	 1.7340 	 1.6020 	 50.0187 	 19.3247 	 1238
