Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 2.7900 	 2.6580 	 30.6122 	 0.0000 	 55174
2 	 2.7536 	 2.6216 	 30.5074 	 -0.1048 	 51998
3 	 2.7172 	 2.5852 	 30.4639 	 -0.1483 	 46583
4 	 2.6808 	 2.5488 	 30.4975 	 -0.1147 	 40841
5 	 2.6443 	 2.5123 	 30.6247 	 0.0125 	 35834
6 	 2.6079 	 2.4759 	 30.8182 	 0.2060 	 32099
7 	 2.5715 	 2.4395 	 31.0356 	 0.4234 	 29377
8 	 2.5351 	 2.4031 	 31.1999 	 0.5876 	 27150
9 	 2.4987 	 2.3667 	 31.3885 	 0.7763 	 24875
10 	 2.4623 	 2.3303 	 31.5768 	 0.9646 	 22552
11 	 2.4259 	 2.2939 	 31.7482 	 1.1360 	 20575
12 	 2.3894 	 2.2574 	 31.9637 	 1.3514 	 18866
13 	 2.3530 	 2.2210 	 32.1943 	 1.5821 	 17396
14 	 2.3166 	 2.1846 	 32.4133 	 1.8010 	 16351
15 	 2.2802 	 2.1482 	 32.6233 	 2.0111 	 15536
16 	 2.2438 	 2.1118 	 32.8683 	 2.2561 	 14824
17 	 2.2074 	 2.0754 	 33.1175 	 2.5053 	 14355
18 	 2.1710 	 2.0390 	 33.3110 	 2.6988 	 13887
19 	 2.1346 	 2.0026 	 33.5048 	 2.8926 	 13566
20 	 2.0981 	 1.9661 	 33.7356 	 3.1234 	 13444
21 	 2.0617 	 1.9297 	 33.9353 	 3.3231 	 13678
22 	 2.0253 	 1.8933 	 34.1112 	 3.4990 	 14156
23 	 1.9889 	 1.8569 	 34.3583 	 3.7461 	 15011
24 	 1.9525 	 1.8205 	 34.5847 	 3.9724 	 15517
25 	 1.9161 	 1.7841 	 34.9443 	 4.3321 	 15418
26 	 1.8797 	 1.7477 	 35.4389 	 4.8267 	 14366
27 	 1.8432 	 1.7112 	 36.1880 	 5.5758 	 11793
28 	 1.8068 	 1.6748 	 37.3856 	 6.7734 	 8286
29 	 1.7704 	 1.6384 	 39.6717 	 9.0595 	 4554
30 	 1.7340 	 1.6020 	 46.5148 	 15.9026 	 1875
