Ensemble No. 	 Bond Length Range 	 Entropy(kcal/mol) 	 Snapshots
1 	 3.0090 	 2.8770 	 31.5416 	 0.0000 	 37335
2 	 2.9680 	 2.8360 	 31.1267 	 -0.4149 	 40531
3 	 2.9271 	 2.7951 	 30.8376 	 -0.7040 	 41777
4 	 2.8861 	 2.7541 	 30.6285 	 -0.9131 	 41379
5 	 2.8451 	 2.7131 	 30.5123 	 -1.0294 	 40080
6 	 2.8042 	 2.6722 	 30.4353 	 -1.1064 	 38347
7 	 2.7632 	 2.6312 	 30.4446 	 -1.0971 	 36683
8 	 2.7222 	 2.5902 	 30.5214 	 -1.0202 	 35199
9 	 2.6813 	 2.5493 	 30.6525 	 -0.8891 	 33899
10 	 2.6403 	 2.5083 	 30.7397 	 -0.8019 	 32094
11 	 2.5993 	 2.4673 	 30.7949 	 -0.7468 	 30530
12 	 2.5584 	 2.4264 	 30.8689 	 -0.6727 	 28766
13 	 2.5174 	 2.3854 	 30.9471 	 -0.5945 	 27449
14 	 2.4764 	 2.3444 	 31.0603 	 -0.4813 	 25619
15 	 2.4355 	 2.3035 	 31.1673 	 -0.3743 	 23644
16 	 2.3945 	 2.2625 	 31.2645 	 -0.2771 	 21580
17 	 2.3536 	 2.2216 	 31.4228 	 -0.1188 	 20007
18 	 2.3126 	 2.1806 	 31.6203 	 0.0787 	 18737
19 	 2.2716 	 2.1396 	 31.8621 	 0.3205 	 17824
20 	 2.2307 	 2.0987 	 32.0599 	 0.5182 	 17202
21 	 2.1897 	 2.0577 	 32.2165 	 0.6749 	 16891
22 	 2.1487 	 2.0167 	 32.4345 	 0.8929 	 17016
23 	 2.1078 	 1.9758 	 32.6580 	 1.1164 	 17466
24 	 2.0668 	 1.9348 	 32.9689 	 1.4273 	 17224
25 	 2.0258 	 1.8938 	 33.4317 	 1.8901 	 15953
26 	 1.9849 	 1.8529 	 34.1623 	 2.6206 	 13143
27 	 1.9439 	 1.8119 	 35.3506 	 3.8090 	 9210
28 	 1.9029 	 1.7709 	 37.9654 	 6.4238 	 5024
29 	 1.8620 	 1.7300 	 44.2062 	 12.6646 	 2139
30 	 1.8210 	 1.6890 	 61.3483 	 29.8067 	 614
